unique_plant_ID,species,functional_group,date_planting,survival_2021,survival_2022,survival_2023,flower_status_2021,flower_status_2022,flower_status_2023,biomass_comb_2021,biomass_comb_2022,biomass_comb_2023,number_seeds_2021,number_seeds_2022,number_seeds_2023,height_vegetative_str_2021,height_vegetative_str_2022,height_vegetative_str_2023,number_leaves_2021,number_leaves_2022,number_leaves_2023
CHE.lo.ambi.vege.wf.09.09.1,medlup,legume,2021-06-16,1,0,0,0,NA,NA,0.015971696103533186,NA,NA,0,NA,NA,77,NA,NA,4,NA,NA
CHE.lo.ambi.vege.wf.09.10.1,plamed,forb,2021-06-16,1,1,1,0,0,0,0.32182141842375933,0.32500872015323923,0.1642,0,0,0,76,133,137,7,4,5
CHE.lo.ambi.vege.wf.09.11.1,silvul,forb,2021-06-16,1,1,1,0,0,0,0.3379060297849621,0.14122549312489857,0.1007,0,0,0,269,194,150,25,14,10
CHE.lo.ambi.vege.wf.09.12.1,daucar,forb,2021-06-16,1,1,0,0,1,NA,0.3733591903891468,12.700725778519194,NA,0,2083.9,NA,284,561,NA,4,10,NA
CHE.lo.ambi.vege.wf.09.13.1,daucar,forb,2021-06-16,1,1,0,0,1,NA,0.4274734909884032,8.09315826103508,NA,0,1786.1999999999998,NA,305,518,NA,4,9,NA
CHE.lo.ambi.vege.wf.09.14.1,cenjac,forb,2021-06-16,1,1,1,0,0,0,0.04377220402796211,0.04411085211252987,0.0932,0,0,0,211,127,184,3,4,4
CHE.lo.ambi.vege.wf.09.15.1,hypper,forb,2021-06-16,1,1,1,0,0,0,0.028516331374949768,0.032027188134890625,0.0637,0,0,0,107,161,176,16,15,36
CHE.lo.ambi.vege.wf.09.16.1,brapin,graminoid,2021-06-16,1,1,1,0,0,0,0.12286854583940801,0.05617111502807743,0.0621,0,0,0,304,290,201,8,4,4
CHE.lo.ambi.vege.wf.09.17.1,plamed,forb,2021-06-16,1,1,1,0,0,0,0.4514041172121732,0.18638597172543397,0.2863,0,0,0,94,171,161,6,2,4
CHE.lo.ambi.vege.wf.09.18.1,hypper,forb,2021-06-16,1,1,1,0,0,1,0.043750930026481255,0.3796060238410257,0.91,0,0,1609.090909090909,182,278,364,18,98,184
CHE.lo.ambi.vege.wf.09.19.1,salpra,forb,2021-06-16,1,1,1,0,0,0,0.174198382160967,0.044875355284761824,0.0347,0,0,0,65,52,50,8,5,5
CHE.lo.ambi.vege.wf.09.20.2,silvul,forb,2021-07-05,1,1,1,0,1,0,0.10941897978953334,0.38766731586026915,0.1911,0,99.86666666666666,0,153,190,173,14,13,21
CHE.lo.ambi.vege.wf.09.21.1,medlup,legume,2021-06-16,1,1,0,0,0,NA,0.033600443083887044,5.992979084548579e-4,NA,0,0,NA,111,20,NA,6,1,NA
CHE.lo.ambi.vege.wf.09.22.1,silvul,forb,2021-06-16,1,1,0,0,0,NA,0.13492474016863326,0.03995273910253217,NA,0,0,NA,160,132,NA,16,6,NA
CHE.lo.ambi.vege.wf.09.23.1,scacol,forb,2021-06-16,1,1,1,0,0,1,0.10913917883283636,0.40770986055857594,1.1204,0,0,156.4,67,172,216,9,7,23
CHE.lo.ambi.vege.wf.09.24.1,scacol,forb,2021-06-16,1,1,1,0,0,0,0.18558886785242437,0.32817107454244987,0.348,0,0,0,63,71,122,10,16,18
CHE.lo.ambi.vege.wf.09.25.1,cenjac,forb,2021-06-16,1,1,1,0,0,1,0.10662431605354253,0.1637804579325352,0.7,0,0,28.9,160,157,342,6,9,17
CHE.lo.ambi.vege.wf.09.26.1,salpra,forb,2021-06-16,1,1,1,0,NA,0,0.06500318281635384,NA,0.0298,0,NA,0,51,NA,55,6,NA,4
CHE.lo.ambi.vege.wf.09.27.1,medlup,legume,2021-06-16,1,1,0,0,0,NA,0.011157910105241534,0.0016420867513712624,NA,0,0,NA,76,30,NA,3,2,NA
CHE.lo.ambi.vege.wf.09.28.1,salpra,forb,2021-06-16,1,1,1,0,0,0,0.20823329979097094,0.13922405119194228,0.0884,0,0,0,98,84,84,11,6,7
CHE.lo.ambi.vege.wf.09.29.1,plamed,forb,2021-06-16,1,1,1,0,0,0,0.22748002857829233,0.04820060339955585,0.116,0,0,0,61,60,114,6,3,4
CHE.lo.ambi.vege.wf.09.30.1,cenjac,forb,2021-06-16,1,1,1,0,1,1,0.10441394550773608,0.938709628556206,1.06,0,28.9,57.8,200,399,382,5,16,21
CHE.lo.ambi.vege.wf.07.01.1,brapin,graminoid,2021-06-16,1,1,1,0,0,0,0.1715770560639012,0.5886890526951551,3.45,0,0,0,259,335,291,10,19,94
CHE.lo.ambi.vege.wf.07.02.1,daucar,forb,2021-06-16,1,1,0,0,1,NA,0.22208163774147183,2.376691732862459,NA,0,893.0999999999999,NA,183,267,NA,5,6,NA
CHE.lo.ambi.vege.wf.07.03.1,broere,graminoid,2021-06-16,1,1,1,0,0,0,0.037663892979846486,0.09408075352118911,0.3813,0,0,0,262,317,183,4,6,23
CHE.lo.ambi.vege.wf.07.04.1,broere,graminoid,2021-06-16,1,1,1,0,0,0,0.020346772572066095,0.038790503176946836,0.3609,0,0,0,217,208,202,3,4,20
CHE.lo.ambi.vege.wf.07.05.1,hypper,forb,2021-06-16,1,1,1,0,1,0,0.10658953387231883,1.0907517643124964,0.1481,0,1501.8181818181818,0,163,302,176,39,204,96
CHE.lo.ambi.vege.wf.07.06.1,scacol,forb,2021-06-16,1,1,1,0,0,0,0.10316924349939309,0.17710231895400821,0.2086,0,0,0,50,142,87,9,6,10
CHE.lo.ambi.vege.wf.07.07.1,broere,graminoid,2021-06-16,1,1,1,0,1,0,0.05462348535493796,0.650315520977571,0.69,0,25.785714285714285,0,267,264,308,5,12,25
CHE.lo.ambi.vege.wf.07.08.1,brapin,graminoid,2021-06-16,1,1,1,0,NA,0,0.14289250660519592,NA,0.0887,0,NA,0,212,NA,191,10,NA,5
CHE.lo.ambi.vege.wf.07.09.3,medlup,legume,2021-09-21,NA,1,0,NA,1,NA,NA,0.16083966543731662,NA,NA,47.27272727272727,NA,NA,237,NA,NA,11,NA
CHE.lo.ambi.vege.wf.07.10.1,plamed,forb,2021-06-16,1,1,1,0,0,0,0.03910527936931181,0.06915309095805167,0.0953,0,0,0,67,92,104,3,3,4
CHE.lo.ambi.vege.wf.07.11.1,silvul,forb,2021-06-16,1,1,1,0,0,0,0.17719166784607476,0.07404372956618528,0.0216,0,0,0,110,118,82,27,12,4
CHE.lo.ambi.vege.wf.07.12.1,daucar,forb,2021-06-16,1,1,1,0,0,1,0.11549936139967432,0.43276726812625427,2.71,0,0,1488.5,130,229,343,4,5,6
CHE.lo.ambi.vege.wf.07.13.2,daucar,forb,2021-09-21,NA,1,0,NA,0,NA,NA,0.00947131242806876,NA,NA,0,NA,NA,83,NA,NA,2,NA
CHE.lo.ambi.vege.wf.07.14.1,cenjac,forb,2021-06-16,1,1,1,0,1,1,0.11113210780766287,0.5281340987847399,0.3719,0,28.9,28.9,172,300,293,6,9,10
CHE.lo.ambi.vege.wf.07.15.1,hypper,forb,2021-06-16,1,1,1,0,0,1,0.05145054681233522,0.3836942424101429,0.75,0,0,965.4545454545454,144,254,354,23,113,152
CHE.lo.ambi.vege.wf.07.16.1,brapin,graminoid,2021-06-16,1,1,1,0,0,0,0.015282118048291849,0.0531825587002524,0.1154,0,0,0,114,239,193,3,4,9
CHE.lo.ambi.vege.wf.07.17.1,plamed,forb,2021-06-16,1,1,1,0,0,0,0.054743813471986376,0.0564417930031791,0.0143,0,0,0,47,81,61,4,2,2
CHE.lo.ambi.vege.wf.07.18.1,hypper,forb,2021-06-16,1,1,1,0,0,0,0.019914715930753144,0.04104826453206547,0.0781,0,0,0,66,201,187,14,16,44
CHE.lo.ambi.vege.wf.07.19.1,salpra,forb,2021-06-16,1,1,1,0,0,0,0.22800911330281928,0.07529928992630633,0.0435,0,0,0,100,66,69,9,5,4
CHE.lo.ambi.vege.wf.07.20.1,silvul,forb,2021-06-16,1,1,1,0,0,0,0.03666948794253033,0.06064580022054882,0.0904,0,0,0,76,112,122,8,10,13
CHE.lo.ambi.vege.wf.07.21.2,medlup,legume,2021-09-21,NA,1,0,NA,0,NA,NA,0.026003792415861392,NA,NA,0,NA,NA,84,NA,NA,6,NA
CHE.lo.ambi.vege.wf.07.22.1,silvul,forb,2021-06-16,1,1,1,0,0,0,0.13125368434969556,0.20220333163307264,0.0481,0,0,0,157,226,185,16,18,2
CHE.lo.ambi.vege.wf.07.23.1,scacol,forb,2021-06-16,1,1,1,0,0,0,0.04962575147934492,0.10958442073116126,0.0548,0,0,0,60,97,82,5,5,7
CHE.lo.ambi.vege.wf.07.24.1,scacol,forb,2021-06-16,1,1,1,0,0,0,0.11434664336125581,0.09665739011967897,0.6294,0,0,0,75,75,141,8,6,13
CHE.lo.ambi.vege.wf.07.25.1,cenjac,forb,2021-06-16,1,1,1,0,1,1,0.11082531789606158,0.6009400120005333,0.4403,0,28.9,28.9,161,336,273,6,9,9
CHE.lo.ambi.vege.wf.07.26.1,salpra,forb,2021-06-16,1,1,1,0,0,0,0.04257322809164609,0.037966545379348356,0.0128,0,0,0,33,74,42,6,2,2
CHE.lo.ambi.vege.wf.07.27.1,medlup,legume,2021-06-16,1,1,0,0,0,NA,0.017110918673973657,0.001026009650568378,NA,0,0,NA,58,24,NA,5,2,NA
CHE.lo.ambi.vege.wf.07.28.1,salpra,forb,2021-06-16,1,1,1,0,0,0,0.062348743308600955,0.06328679801766848,0.0238,0,0,0,49,77,69,5,4,4
CHE.lo.ambi.vege.wf.07.29.1,plamed,forb,2021-06-16,1,1,1,0,0,0,0.226436400633965,0.044995247387267436,0.0637,0,0,0,59,73,95,6,2,2
CHE.lo.ambi.vege.wf.07.30.1,cenjac,forb,2021-06-16,1,1,1,0,1,1,0.1133052767400864,0.4544781660964661,0.3806,0,28.9,57.8,237,326,240,5,9,18
CHE.lo.ambi.vege.wf.02.01.1,brapin,graminoid,2021-06-16,1,1,1,0,0,0,0.11658351309407598,0.08398589918190094,0.24,0,0,0,284,306,289,7,5,11
CHE.lo.ambi.vege.wf.02.02.1,daucar,forb,2021-06-16,1,1,0,0,1,NA,0.3416486951633817,4.864837143897011,NA,0,1190.8,NA,274,225,NA,5,12,NA
CHE.lo.ambi.vege.wf.02.03.2,broere,graminoid,2021-07-08,1,1,1,0,0,1,0.1164041872833227,0.6680487107641284,2.93,0,0,51.57142857142857,320,370,530,7,24,68
CHE.lo.ambi.vege.wf.02.04.1,broere,graminoid,2021-06-16,1,1,1,0,0,1,0.33958707933235976,1.3359094395019084,11.55,0,0,309.42857142857144,344,361,662,16,43,160
CHE.lo.ambi.vege.wf.02.05.1,hypper,forb,2021-06-16,1,1,1,0,0,1,0.06347129826410436,1.189814189184053,1,0,0,1233.6363636363635,186,324,360,24,288,186
CHE.lo.ambi.vege.wf.02.06.1,scacol,forb,2021-06-16,1,0,0,0,NA,NA,0.10442644734330114,NA,NA,0,NA,NA,58,NA,NA,10,NA,NA
CHE.lo.ambi.vege.wf.02.07.2,broere,graminoid,2021-07-08,1,1,1,0,0,0,0.055036388918508136,0.22070213586024698,1.69,0,0,0,292,260,476,4,14,35
CHE.lo.ambi.vege.wf.02.08.2,brapin,graminoid,2021-07-08,1,1,1,0,0,0,0.06543592805298885,0.013219752800710053,0.0101,0,0,0,151,107,95,9,3,3
CHE.lo.ambi.vege.wf.02.09.1,medlup,legume,2021-06-16,1,1,0,0,1,NA,0.02821075021247677,0.09503955013579292,NA,0,47.27272727272727,NA,75,210,NA,6,10,NA
CHE.lo.ambi.vege.wf.02.10.1,plamed,forb,2021-06-16,1,1,1,0,0,0,0.27226096214691214,0.34512001881086435,0.3396,0,0,0,77,91,112,6,6,7
CHE.lo.ambi.vege.wf.02.11.1,silvul,forb,2021-06-16,1,0,0,0,NA,NA,0.31334078474699173,NA,NA,0,NA,NA,235,NA,NA,27,NA,NA
CHE.lo.ambi.vege.wf.02.12.1,daucar,forb,2021-06-16,1,1,1,0,0,1,0.2132329971343591,1.7689368636807268,11.43,0,0,3572.3999999999996,214,268,297,4,10,20
CHE.lo.ambi.vege.wf.02.13.3,daucar,forb,2021-09-21,NA,1,0,NA,0,NA,NA,0.04443087147718677,NA,NA,0,NA,NA,115,NA,NA,3,NA
CHE.lo.ambi.vege.wf.02.14.1,cenjac,forb,2021-06-16,1,1,1,0,1,1,0.11636860425003208,0.8186365875499915,1.05,0,28.9,57.8,220,368,347,5,12,14
CHE.lo.ambi.vege.wf.02.15.1,hypper,forb,2021-06-16,1,1,1,0,0,0,0.19556400264428572,1.314430642199371,0.401,0,0,0,204,341,208,66,290,138
CHE.lo.ambi.vege.wf.02.16.1,brapin,graminoid,2021-06-16,1,1,1,0,0,0,0.04013785045365817,0.06790251173007986,0.0439,0,0,0,149,230,149,5,5,5
CHE.lo.ambi.vege.wf.02.17.1,plamed,forb,2021-06-16,1,1,1,0,0,0,0.37360816275499464,0.9549031414240408,0.6099,0,0,0,69,123,88,7,7,7
CHE.lo.ambi.vege.wf.02.18.1,hypper,forb,2021-06-16,1,1,0,0,0,NA,0.03735883417982828,NA,NA,0,0,NA,135,65,NA,17,0,NA
CHE.lo.ambi.vege.wf.02.19.1,salpra,forb,2021-06-16,1,1,1,0,0,0,0.08781851933857468,0.028173875155748557,0.0153,0,0,0,50,60,39,6,3,6
CHE.lo.ambi.vege.wf.02.20.1,silvul,forb,2021-06-16,1,1,1,0,0,0,0.16744747692688658,0.44590349250921785,0.2077,0,0,0,166,305,196,19,30,17
CHE.lo.ambi.vege.wf.02.21.1,medlup,legume,2021-06-16,1,1,1,0,1,0,0.02073767381896369,0.060501213689809756,0.0148,0,35.45454545454545,0,55,163,52,5,5,4
CHE.lo.ambi.vege.wf.02.22.1,silvul,forb,2021-06-16,1,1,0,0,0,NA,0.21426446675972163,0.14554028511500272,NA,0,0,NA,176,173,NA,25,17,NA
CHE.lo.ambi.vege.wf.02.23.1,scacol,forb,2021-06-16,1,1,0,0,0,NA,0.1100991825140707,0.017492810571033128,NA,0,0,NA,55,72,NA,8,2,NA
CHE.lo.ambi.vege.wf.02.24.1,scacol,forb,2021-06-16,1,1,1,0,0,0,0.04990250145531214,0.05802337296910649,0.1736,0,0,0,46,64,71,7,6,8
CHE.lo.ambi.vege.wf.02.25.1,cenjac,forb,2021-06-16,1,1,1,0,0,0,0.06165505405816071,0.05688253340209963,0.1152,0,0,0,177,158,191,4,4,6
CHE.lo.ambi.vege.wf.02.26.1,salpra,forb,2021-06-16,1,1,1,0,0,0,0.20589618327482134,0.18344190390473197,0.8633,0,0,0,94,103,142,7,5,20
CHE.lo.ambi.vege.wf.02.27.1,medlup,legume,2021-06-16,1,1,0,0,1,NA,0.04662362125357912,0.056333633011828206,NA,0,23.636363636363637,NA,103,118,NA,6,5,NA
CHE.lo.ambi.vege.wf.02.28.1,salpra,forb,2021-06-16,1,1,1,0,0,0,0.1391576771614528,0.12507726262545873,0.541,0,0,0,67,79,101,8,6,6
CHE.lo.ambi.vege.wf.02.29.2,plamed,forb,2021-06-28,1,1,1,0,0,0,0.46517297362854054,0.6028692043557929,0.4772,0,0,0,74,121,100,7,7,7
CHE.lo.ambi.vege.wf.02.30.1,cenjac,forb,2021-06-16,1,1,1,0,1,1,0.10727507500773775,1.4932606581510701,5.52,0,57.8,173.39999999999998,205,385,477,5,14,64
CHE.hi.ambi.vege.wf.04.01.1,brapin,graminoid,2021-06-17,1,1,1,0,0,0,0.014168652113102618,0.022334688881247924,0.0687,0,0,0,69,124,92,6,4,12
CHE.hi.ambi.vege.wf.04.02.1,daucar,forb,2021-06-17,1,1,1,0,0,1,0.06364111835922227,0.3357063062052919,0.1586,0,0,119.45454545454545,92,164,134,4,6,4
CHE.hi.ambi.vege.wf.04.03.1,broere,graminoid,2021-06-17,1,1,1,0,0,1,0.09740243739913308,0.4163250479401532,1.2318,0,0,6.826086956521739,172,223,246,11,24,43
CHE.hi.ambi.vege.wf.04.04.1,broere,graminoid,2021-06-17,1,1,1,0,0,0,0.08782830063907289,0.1516294932745606,0.2878,0,0,0,100,202,184,14,12,25
CHE.hi.ambi.vege.wf.04.05.1,hypper,forb,2021-06-17,1,1,1,0,0,0,0.015872933538890376,0.02768720399498589,0.0547,0,0,0,35,84,87,16,18,24
CHE.hi.ambi.vege.wf.04.06.1,scacol,forb,2021-06-17,1,1,1,0,0,0,0.017250985738925566,0.027808818730230212,0.0712,0,0,0,20,57,58,6,4,8
CHE.hi.ambi.vege.wf.04.07.1,broere,graminoid,2021-06-17,1,1,1,0,0,0,0.05308486105238532,0.251518197836944,0.5678,0,0,0,131,254,234,8,15,39
CHE.hi.ambi.vege.wf.04.08.1,brapin,graminoid,2021-06-17,1,1,1,0,0,0,0.01666123696128151,0.017090391705057037,0.0406,0,0,0,81,144,106,5,3,6
CHE.hi.ambi.vege.wf.04.09.1,medlup,legume,2021-06-17,1,0,0,0,NA,NA,0.01381533168015339,NA,NA,0,NA,NA,45,NA,NA,4,NA,NA
CHE.hi.ambi.vege.wf.04.10.1,plamed,forb,2021-06-17,1,1,1,0,0,0,0.020208165461614826,0.01181400026092901,0.0313,0,0,0,31,59,25,5,1,4
CHE.hi.ambi.vege.wf.04.11.1,silvul,forb,2021-06-17,1,1,1,0,0,0,0.09031829508102578,0.03331634762636197,0.0174,0,0,0,146,62,53,12,10,6
CHE.hi.ambi.vege.wf.04.12.1,daucar,forb,2021-06-17,1,1,0,0,0,NA,5.586523563669419e-4,0.001830714001903044,NA,0,0,NA,14,31,NA,1,2,NA
CHE.hi.ambi.vege.wf.04.13.1,daucar,forb,2021-06-17,1,1,1,0,0,0,0.01600908671849657,0.021050703549382245,0.0048,0,0,0,51,77,35,3,3,2
CHE.hi.ambi.vege.wf.04.14.1,cenjac,forb,2021-06-17,1,1,1,0,0,0,0.05935319364646815,0.026985693228994256,0.0572,0,0,0,118,115,120,5,3,4
CHE.hi.ambi.vege.wf.04.15.1,hypper,forb,2021-06-17,1,1,1,0,0,1,0.009260398004866013,0.1615732691767247,0.3271,0,0,231.5,78,149,186,5,62,146
CHE.hi.ambi.vege.wf.04.16.1,brapin,graminoid,2021-06-17,1,1,1,0,0,0,0.016862526090050827,0.0477395891613825,0.0543,0,0,0,96,89,80,5,11,14
CHE.hi.ambi.vege.wf.04.17.1,plamed,forb,2021-06-17,1,1,1,0,0,0,0.02315604400659839,0.005586682388392222,0.0041,0,0,0,35,43,24,3,1,2
CHE.hi.ambi.vege.wf.04.18.1,hypper,forb,2021-06-17,1,1,1,0,0,0,0.02526181043666024,0.046883496223522864,0.1356,0,0,0,49,118,154,22,24,88
CHE.hi.ambi.vege.wf.04.19.1,salpra,forb,2021-06-17,1,1,1,0,0,0,0.030807360483631578,0.033890450480524435,0.0202,0,0,0,57,44,39,4,4,4
CHE.hi.ambi.vege.wf.04.20.1,silvul,forb,2021-06-17,1,1,1,0,0,0,0.08712365925569708,0.10068636876839848,0.037,0,0,0,102,90,61,15,20,13
CHE.hi.ambi.vege.wf.04.21.1,medlup,legume,2021-06-17,1,0,0,0,NA,NA,0.005757921873869212,NA,NA,0,NA,NA,22,NA,NA,3,NA,NA
CHE.hi.ambi.vege.wf.04.22.1,silvul,forb,2021-06-17,1,1,1,0,0,0,0.15760573824152335,0.12980156863469045,0.0682,0,0,0,94,164,133,28,16,13
CHE.hi.ambi.vege.wf.04.23.1,scacol,forb,2021-06-17,1,1,1,0,0,0,0.05168205257279679,0.03526723839547496,0.1113,0,0,0,33,51,64,8,5,8
CHE.hi.ambi.vege.wf.04.24.1,scacol,forb,2021-06-17,1,1,1,0,0,0,0.170731217760737,0.18216855112038421,0.2006,0,0,0,58,90,91,11,7,11
CHE.hi.ambi.vege.wf.04.25.1,cenjac,forb,2021-06-17,1,1,1,0,0,0,0.024353739556286443,0.05188860964299483,0.0505,0,0,0,103,133,75,3,6,6
CHE.hi.ambi.vege.wf.04.26.1,salpra,forb,2021-06-17,1,1,1,0,0,0,0.04631359486048202,0.020424201144195638,0.0252,0,0,0,40,36,35,6,3,2
CHE.hi.ambi.vege.wf.04.27.1,medlup,legume,2021-06-17,1,0,0,0,NA,NA,0.009985568840832338,NA,NA,0,NA,NA,30,NA,NA,4,NA,NA
CHE.hi.ambi.vege.wf.04.28.1,salpra,forb,2021-06-17,1,1,1,0,0,0,0.08552308939155508,0.036462284804880826,0.0655,0,0,0,45,66,48,7,3,4
CHE.hi.ambi.vege.wf.04.29.1,plamed,forb,2021-06-17,1,1,1,0,0,0,0.06508618689833706,0.01248379541350911,0.0135,0,0,0,37,41,29,5,2,3
CHE.hi.ambi.vege.wf.04.30.1,cenjac,forb,2021-06-17,1,1,1,0,1,1,0.06597565431751662,0.4371256284395344,0.5,0,16.846153846153847,16.846153846153847,127,248,189,5,13,12
CHE.hi.warm.bare.wf.08.01.1,brapin,graminoid,2021-06-17,1,1,1,0,0,0,0.16031922124160142,1.5800816266642355,1.19,0,0,0,135,272,175,24,59,120
CHE.hi.warm.bare.wf.08.02.1,daucar,forb,2021-06-17,1,1,0,0,1,NA,0.5523473405930727,12.463105177887908,NA,0,3340.6153846153848,NA,115,340,NA,12,33,NA
CHE.hi.warm.bare.wf.08.03.1,broere,graminoid,2021-06-17,1,1,1,0,1,1,0.3173968543977709,5.7015615598142,8.33,0,40.95652173913044,40.95652173913044,102,632,694,36,80,198
CHE.hi.warm.bare.wf.08.04.1,broere,graminoid,2021-06-17,1,1,1,0,1,1,0.21664373068296958,3.591096665714264,8.13,0,27.304347826086957,68.26086956521739,176,605,645,17,54,68
CHE.hi.warm.bare.wf.08.05.1,hypper,forb,2021-06-17,1,1,1,0,1,1,0.2111882597944013,4.239357787800006,3.48,0,1488.2142857142856,760.6428571428571,50,450,288,126,630,988
CHE.hi.warm.bare.wf.08.06.1,scacol,forb,2021-06-17,1,1,1,0,1,1,0.19087915180027534,2.568958446585835,7.79,0,177.85714285714286,1185.7142857142858,36,178,315,24,49,90
CHE.hi.warm.bare.wf.08.07.1,broere,graminoid,2021-06-17,1,1,1,0,1,1,0.3484354224364325,6.50185138090001,10.9,0,40.95652173913044,102.3913043478261,149,556,509,30,124,184
CHE.hi.warm.bare.wf.08.08.1,brapin,graminoid,2021-06-17,1,1,1,0,1,0,0.10758700674714294,3.4591350952098012,4.08,0,3.5999999999999996,0,70,412,192,41,146,288
CHE.hi.warm.bare.wf.08.09.1,medlup,legume,2021-06-17,1,1,0,1,1,NA,0.13947415838154978,0.22722022437302056,NA,23.8,214.20000000000002,NA,82,58,NA,25,32,NA
CHE.hi.warm.bare.wf.08.10.1,plamed,forb,2021-06-17,1,1,1,0,1,1,0.3988988430034533,1.474676176142389,1.3889,0,63.76923076923077,191.3076923076923,58,69,56,11,11,13
CHE.hi.warm.bare.wf.08.11.1,silvul,forb,2021-06-17,1,1,1,0,1,0,0.73971185123649,1.4083985348456753,0.0693,0,727.7142857142858,0,90,280,64,125,64,20
CHE.hi.warm.bare.wf.08.12.1,daucar,forb,2021-06-17,1,0,0,0,NA,NA,0.6631413457094474,NA,NA,0,NA,NA,165,NA,NA,13,NA,NA
CHE.hi.warm.bare.wf.08.13.1,daucar,forb,2021-06-17,1,0,0,0,NA,NA,0.17045107577932436,NA,NA,0,NA,NA,100,NA,NA,10,NA,NA
CHE.hi.warm.bare.wf.08.14.1,cenjac,forb,2021-06-17,1,1,1,0,1,0,0.23046951961780726,3.563569217261293,0.0774,0,206.5,0,138,318,52,11,87,13
CHE.hi.warm.bare.wf.08.15.1,hypper,forb,2021-06-17,1,1,1,0,1,1,0.2778809587103913,5.5179336873168205,6.91,0,1752.7857142857142,4563.857142857142,55,478,304,152,816,1002
CHE.hi.warm.bare.wf.08.16.1,brapin,graminoid,2021-06-17,1,1,1,0,1,0,0.03968125250244411,1.1799202943829914,1.94,0,1.2,0,41,282,204,25,57,150
CHE.hi.warm.bare.wf.08.17.1,plamed,forb,2021-06-17,1,1,1,0,1,1,0.2618424048384721,1.5139352890609747,2.5725,0,63.76923076923077,127.53846153846153,34,64,61,14,13,10
CHE.hi.warm.bare.wf.08.18.1,hypper,forb,2021-06-17,1,1,1,0,1,1,0.15581252649442917,4.025276102460238,5.95,0,1124.4285714285713,4233.142857142857,35,398,339,112,736,882
CHE.hi.warm.bare.wf.08.19.1,salpra,forb,2021-06-17,1,1,1,0,0,0,0.2511181554081472,0.3992576541601197,0.9,0,0,0,39,75,57,18,14,30
CHE.hi.warm.bare.wf.08.20.1,silvul,forb,2021-06-17,1,1,1,0,1,1,0.415429957044212,1.278130804334363,0.58,0,576.1071428571429,1000.6071428571429,88,224,139,72,66,120
CHE.hi.warm.bare.wf.08.21.1,medlup,legume,2021-06-17,1,1,0,0,1,NA,0.36830693380721374,0.43642139458605445,NA,0,321.3,NA,92,71,NA,34,56,NA
CHE.hi.warm.bare.wf.08.22.1,silvul,forb,2021-06-17,1,1,1,0,1,1,0.37276585161564746,2.743140862778856,2.1,0,454.8214285714286,30.321428571428573,80,320,145,72,178,68
CHE.hi.warm.bare.wf.08.23.1,scacol,forb,2021-06-17,1,1,1,0,1,1,0.16172867455194603,5.036922017214733,12.5,0,592.8571428571429,1660,41,550,482,14,58,128
CHE.hi.warm.bare.wf.08.24.1,scacol,forb,2021-06-17,1,1,1,0,1,1,0.11373049648036457,3.7169817974446655,10.77,0,533.5714285714286,1245,40,651,433,12,34,78
CHE.hi.warm.bare.wf.08.25.1,cenjac,forb,2021-06-17,1,1,1,0,1,1,0.14866802984991018,3.69176147703356,1.56,0,206.5,165.2,115,318,276,9,87,55
CHE.hi.warm.bare.wf.08.26.1,salpra,forb,2021-06-17,1,1,1,0,0,0,0.2538196206984827,0.5967400450932162,1.06,0,0,0,47,101,96,16,13,21
CHE.hi.warm.bare.wf.08.27.1,medlup,legume,2021-06-17,1,1,0,0,0,NA,0.08927098489110344,0.0054242218383568335,NA,0,0,NA,38,8,NA,17,3,NA
CHE.hi.warm.bare.wf.08.28.1,salpra,forb,2021-06-17,1,1,1,0,0,0,0.2025601511791217,0.47794257891340225,0.3411,0,0,0,42,74,59,14,20,16
CHE.hi.warm.bare.wf.08.29.1,plamed,forb,2021-06-17,1,1,1,0,1,1,0.20334592152418157,1.6611465205249392,0.9228,0,191.3076923076923,127.53846153846153,38,58,55,10,9,10
CHE.hi.warm.bare.wf.08.30.2,cenjac,forb,2021-06-24,1,1,1,0,1,1,0.19007080649847755,10.236399163215577,2.48,0,413,NA,125,459,274,10,186,65
CHE.hi.warm.bare.wf.06.01.1,brapin,graminoid,2021-06-17,1,1,1,0,0,0,0.03156225319001926,0.4859364312458397,0.32,0,0,0,95,154,169,10,39,40
CHE.hi.warm.bare.wf.06.02.2,daucar,forb,2021-06-24,1,0,0,0,NA,NA,0.12599906761114846,NA,NA,0,NA,NA,102,NA,NA,6,NA,NA
CHE.hi.warm.bare.wf.06.03.1,broere,graminoid,2021-06-17,1,1,1,0,0,0,0.00819715720054147,0.1311873985713727,0.52,0,0,0,28,122,169,7,15,43
CHE.hi.warm.bare.wf.06.04.1,broere,graminoid,2021-06-17,1,1,1,0,0,0,0.0177578333555496,0.3000865351296484,0.81,0,0,0,42,141,177,8,27,82
CHE.hi.warm.bare.wf.06.05.1,hypper,forb,2021-06-17,1,1,1,0,0,0,0.25184533213730503,3.556070653677555,0.3877,0,0,0,61,315,34,132,814,118
CHE.hi.warm.bare.wf.06.06.1,scacol,forb,2021-06-17,1,1,1,0,1,1,0.19936135384922496,4.051529097922713,3.18,0,770.7142857142857,533.5714285714286,79,315,148,11,44,54
CHE.hi.warm.bare.wf.06.07.1,broere,graminoid,2021-06-17,1,0,0,0,NA,NA,0.026916871874361287,NA,NA,0,NA,NA,60,NA,NA,9,NA,NA
